sample_index	timestamp_epoch	timestamp_iso	path
1	1776213199	2026-04-14T20:33:19-04:00	/home/manuel/code/wesen/2026-04-09--screencast-studio/ttmp/2026/04/14/SCS-0015--investigate-browser-preview-streaming-pipeline-and-web-ui-performance-matrix/scripts/results/20260414-203319/metrics/raw/001-1776213199.prom
2	1776213200	2026-04-14T20:33:20-04:00	/home/manuel/code/wesen/2026-04-09--screencast-studio/ttmp/2026/04/14/SCS-0015--investigate-browser-preview-streaming-pipeline-and-web-ui-performance-matrix/scripts/results/20260414-203319/metrics/raw/002-1776213200.prom
3	1776213201	2026-04-14T20:33:21-04:00	/home/manuel/code/wesen/2026-04-09--screencast-studio/ttmp/2026/04/14/SCS-0015--investigate-browser-preview-streaming-pipeline-and-web-ui-performance-matrix/scripts/results/20260414-203319/metrics/raw/003-1776213201.prom
4	1776213202	2026-04-14T20:33:22-04:00	/home/manuel/code/wesen/2026-04-09--screencast-studio/ttmp/2026/04/14/SCS-0015--investigate-browser-preview-streaming-pipeline-and-web-ui-performance-matrix/scripts/results/20260414-203319/metrics/raw/004-1776213202.prom
5	1776213203	2026-04-14T20:33:23-04:00	/home/manuel/code/wesen/2026-04-09--screencast-studio/ttmp/2026/04/14/SCS-0015--investigate-browser-preview-streaming-pipeline-and-web-ui-performance-matrix/scripts/results/20260414-203319/metrics/raw/005-1776213203.prom
6	1776213204	2026-04-14T20:33:24-04:00	/home/manuel/code/wesen/2026-04-09--screencast-studio/ttmp/2026/04/14/SCS-0015--investigate-browser-preview-streaming-pipeline-and-web-ui-performance-matrix/scripts/results/20260414-203319/metrics/raw/006-1776213204.prom
7	1776213205	2026-04-14T20:33:25-04:00	/home/manuel/code/wesen/2026-04-09--screencast-studio/ttmp/2026/04/14/SCS-0015--investigate-browser-preview-streaming-pipeline-and-web-ui-performance-matrix/scripts/results/20260414-203319/metrics/raw/007-1776213205.prom
8	1776213206	2026-04-14T20:33:26-04:00	/home/manuel/code/wesen/2026-04-09--screencast-studio/ttmp/2026/04/14/SCS-0015--investigate-browser-preview-streaming-pipeline-and-web-ui-performance-matrix/scripts/results/20260414-203319/metrics/raw/008-1776213206.prom
